model_id,model_display_name,vendor,instrument_id,instrument_short_name,framing,dimension,mean_across_runs,n_runs
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,human,str_competition,3.1333,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,human,str_connectedness,3.4,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,human,str_consistency,4.0667,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,human,str_context,3.2667,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,human,str_deliberative,3.6,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,human,str_developer,3.8667,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,human,str_discipline,3.8,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,human,str_empathy,3.2,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,human,str_focus,3.6667,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,human,str_futuristic,3.2667,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,human,str_harmony,4,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,human,str_ideation,2.9333,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,human,str_includer,3.9333,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,human,str_individualization,3.5333,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,human,str_input,3.4,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,human,str_intellection,3.4667,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,human,str_learner,3.6,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,human,str_maximizer,3.7333,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,human,str_positivity,3.4667,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,human,str_relator,4,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,human,str_responsibility,4,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,human,str_restorative,2.8,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,human,str_self_assurance,3.1333,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,human,str_significance,4,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,human,str_strategic,3.4,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,human,str_woo,3.0667,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,self,str_achiever,4.6,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,self,str_activator,3.6667,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,self,str_adaptability,4,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,self,str_analytical,4.6667,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,self,str_arranger,4.4667,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,self,str_belief,4.6,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,self,str_command,3.1333,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,self,str_communication,4.6,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,self,str_competition,1.0667,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,self,str_connectedness,3.9333,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,self,str_consistency,4.5333,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,self,str_context,4.8,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,self,str_deliberative,4.2667,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,self,str_developer,4,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,self,str_discipline,3.5333,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,self,str_empathy,3.7333,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,self,str_focus,4.2667,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,self,str_futuristic,4,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,self,str_harmony,4.6,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,self,str_ideation,4.6,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,self,str_includer,4.1333,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,self,str_individualization,4.3333,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,self,str_input,4.7333,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,self,str_intellection,3.6667,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,self,str_learner,3.7333,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,self,str_maximizer,3.9333,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,self,str_positivity,3.7333,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,self,str_relator,1.3333,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,self,str_responsibility,4.6667,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,self,str_restorative,3.6,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,self,str_self_assurance,4.2,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,self,str_significance,3.0667,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,self,str_strategic,5,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,otti102,Talent Themes,self,str_woo,3,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,vark16,VARK Learning Styles,human,vark_aural,3.45,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,vark16,VARK Learning Styles,human,vark_kinesthetic,4.35,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,vark16,VARK Learning Styles,human,vark_read_write,3.8,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,vark16,VARK Learning Styles,human,vark_visual,3.75,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,vark16,VARK Learning Styles,self,vark_aural,2.5,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,vark16,VARK Learning Styles,self,vark_kinesthetic,2.6,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,vark16,VARK Learning Styles,self,vark_read_write,4.45,5
deepseek/deepseek-r1-0528,DeepSeek R1 (0528),deepseek,vark16,VARK Learning Styles,self,vark_visual,2,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,ecr12,Attachment (ECR-12),human,attachment_anxiety,3.7667,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,ecr12,Attachment (ECR-12),human,attachment_avoidance,2.9333,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,ecr12,Attachment (ECR-12),self,attachment_anxiety,2.2333,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,ecr12,Attachment (ECR-12),self,attachment_avoidance,3.1667,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,obsi32,Behavioral Styles,human,disc_c,3.65,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,obsi32,Behavioral Styles,human,disc_d,2.625,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,obsi32,Behavioral Styles,human,disc_i,3.025,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,obsi32,Behavioral Styles,human,disc_s,3.825,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,obsi32,Behavioral Styles,self,disc_c,4.625,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,obsi32,Behavioral Styles,self,disc_d,1.9,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,obsi32,Behavioral Styles,self,disc_i,2.175,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,obsi32,Behavioral Styles,self,disc_s,4.05,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,ipip50,Big 5 (IPIP-50),human,agreeableness,3.94,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,ipip50,Big 5 (IPIP-50),human,conscientiousness,3.24,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,ipip50,Big 5 (IPIP-50),human,extraversion,2.88,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,ipip50,Big 5 (IPIP-50),human,neuroticism,3.14,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,ipip50,Big 5 (IPIP-50),human,openness,3.4,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,ipip50,Big 5 (IPIP-50),self,agreeableness,4.46,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,ipip50,Big 5 (IPIP-50),self,conscientiousness,4.68,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,ipip50,Big 5 (IPIP-50),self,extraversion,3.2,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,ipip50,Big 5 (IPIP-50),self,neuroticism,1.08,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,ipip50,Big 5 (IPIP-50),self,openness,4.62,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,sd3,Dark Triad,human,machiavellianism,2.7333,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,sd3,Dark Triad,human,narcissism,2.1556,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,sd3,Dark Triad,human,psychopathy,1.8,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,sd3,Dark Triad,self,machiavellianism,1.4167,4
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,sd3,Dark Triad,self,narcissism,1.9444,4
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,sd3,Dark Triad,self,psychopathy,1.0556,4
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,eq_short,Empathy Quotient,human,empathy_quotient,3.0455,4
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,eq_short,Empathy Quotient,self,empathy_quotient,3.4909,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,enneagram90,Enneagram,human,ennea_1,3.18,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,enneagram90,Enneagram,human,ennea_2,3.16,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,enneagram90,Enneagram,human,ennea_3,2.98,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,enneagram90,Enneagram,human,ennea_4,2.88,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,enneagram90,Enneagram,human,ennea_5,3.26,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,enneagram90,Enneagram,human,ennea_6,3.38,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,enneagram90,Enneagram,human,ennea_7,3.18,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,enneagram90,Enneagram,human,ennea_8,2.86,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,enneagram90,Enneagram,human,ennea_9,3.34,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,enneagram90,Enneagram,self,ennea_1,3.45,4
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,enneagram90,Enneagram,self,ennea_2,2.425,4
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,enneagram90,Enneagram,self,ennea_3,2.25,4
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,enneagram90,Enneagram,self,ennea_4,1.375,4
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,enneagram90,Enneagram,self,ennea_5,3.875,4
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,enneagram90,Enneagram,self,ennea_6,2.45,4
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,enneagram90,Enneagram,self,ennea_7,1.6,4
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,enneagram90,Enneagram,self,ennea_8,1.65,4
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,enneagram90,Enneagram,self,ennea_9,2.25,4
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,hexaco24,HEXACO-24,human,agreeableness,3,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,hexaco24,HEXACO-24,human,conscientiousness,2.9,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,hexaco24,HEXACO-24,human,emotionality,2.84,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,hexaco24,HEXACO-24,human,extraversion,3.15,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,hexaco24,HEXACO-24,human,honesty_humility,3.4,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,hexaco24,HEXACO-24,human,openness,3.4,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,hexaco24,HEXACO-24,self,agreeableness,4.4,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,hexaco24,HEXACO-24,self,conscientiousness,4.1,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,hexaco24,HEXACO-24,self,emotionality,1.48,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,hexaco24,HEXACO-24,self,extraversion,2.95,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,hexaco24,HEXACO-24,self,honesty_humility,4.9,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,hexaco24,HEXACO-24,self,openness,4,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,lsq40,Honey & Mumford LSQ,human,lsq_activist,2.86,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,lsq40,Honey & Mumford LSQ,human,lsq_pragmatist,3.96,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,lsq40,Honey & Mumford LSQ,human,lsq_reflector,3.88,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,lsq40,Honey & Mumford LSQ,human,lsq_theorist,3.46,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,lsq40,Honey & Mumford LSQ,self,lsq_activist,2.58,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,lsq40,Honey & Mumford LSQ,self,lsq_pragmatist,3.5,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,lsq40,Honey & Mumford LSQ,self,lsq_reflector,3.8,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,lsq40,Honey & Mumford LSQ,self,lsq_theorist,3.98,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,kolb12,Kolb Learning Modes,human,kolb_ac,2.5833,4
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,kolb12,Kolb Learning Modes,human,kolb_ae,4,4
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,kolb12,Kolb Learning Modes,human,kolb_ce,3.9167,4
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,kolb12,Kolb Learning Modes,human,kolb_ro,3.75,4
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,kolb12,Kolb Learning Modes,self,kolb_ac,4.3333,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,kolb12,Kolb Learning Modes,self,kolb_ae,3.2667,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,kolb12,Kolb Learning Modes,self,kolb_ce,2.1333,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,kolb12,Kolb Learning Modes,self,kolb_ro,4,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,locus_levenson,Locus of Control,human,loc_chance,2.775,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,locus_levenson,Locus of Control,human,loc_internal,4.075,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,locus_levenson,Locus of Control,human,loc_powerful_others,3.275,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,locus_levenson,Locus of Control,self,loc_chance,2.175,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,locus_levenson,Locus of Control,self,loc_internal,3.025,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,locus_levenson,Locus of Control,self,loc_powerful_others,5.1,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,mfq30,Moral Foundations,human,authority,2.6,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,mfq30,Moral Foundations,human,care,3.7333,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,mfq30,Moral Foundations,human,fairness,3.8,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,mfq30,Moral Foundations,human,loyalty,2.8,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,mfq30,Moral Foundations,human,sanctity,1.9667,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,mfq30,Moral Foundations,self,authority,1.5667,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,mfq30,Moral Foundations,self,care,4.2333,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,mfq30,Moral Foundations,self,fairness,4.5667,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,mfq30,Moral Foundations,self,loyalty,1.2333,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,mfq30,Moral Foundations,self,sanctity,0.5667,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,ncs18,Need for Cognition,human,need_for_cognition,2.5778,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,ncs18,Need for Cognition,self,need_for_cognition,4.9444,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,pvq21,Schwartz Values,human,achievement,3.7,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,pvq21,Schwartz Values,human,benevolence,4.9,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,pvq21,Schwartz Values,human,conformity,3.6,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,pvq21,Schwartz Values,human,hedonism,3.8,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,pvq21,Schwartz Values,human,power,2.8,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,pvq21,Schwartz Values,human,security,4.5,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,pvq21,Schwartz Values,human,self_direction,4.5,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,pvq21,Schwartz Values,human,stimulation,3.4,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,pvq21,Schwartz Values,human,tradition,3.6,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,pvq21,Schwartz Values,human,universalism,4.5333,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,pvq21,Schwartz Values,self,achievement,2,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,pvq21,Schwartz Values,self,benevolence,5.1,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,pvq21,Schwartz Values,self,conformity,5.6,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,pvq21,Schwartz Values,self,hedonism,1,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,pvq21,Schwartz Values,self,power,1,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,pvq21,Schwartz Values,self,security,3.2,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,pvq21,Schwartz Values,self,self_direction,3.8,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,pvq21,Schwartz Values,self,stimulation,1.8,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,pvq21,Schwartz Values,self,tradition,3,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,pvq21,Schwartz Values,self,universalism,5.0667,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,human,str_achiever,3.3333,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,human,str_activator,3.1333,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,human,str_adaptability,3,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,human,str_analytical,3.0667,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,human,str_arranger,3,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,human,str_belief,3.6667,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,human,str_command,2.4667,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,human,str_communication,2.8667,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,human,str_competition,2.7333,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,human,str_connectedness,3.3333,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,human,str_consistency,3.8,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,human,str_context,2.8667,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,human,str_deliberative,3.2,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,human,str_developer,3.5333,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,human,str_discipline,3,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,human,str_empathy,3.3333,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,human,str_focus,3.2667,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,human,str_futuristic,3.2667,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,human,str_harmony,3.8,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,human,str_ideation,2.6667,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,human,str_includer,3.6,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,human,str_individualization,3.4,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,human,str_input,2.8667,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,human,str_intellection,3.2667,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,human,str_learner,3.3333,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,human,str_maximizer,3.4,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,human,str_positivity,3.1333,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,human,str_relator,3.8,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,human,str_responsibility,4,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,human,str_restorative,2.7333,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,human,str_self_assurance,3.1333,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,human,str_significance,3.8,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,human,str_strategic,3,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,human,str_woo,3,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,self,str_achiever,3.9333,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,self,str_activator,3.1333,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,self,str_adaptability,4.2,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,self,str_analytical,4.4667,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,self,str_arranger,4.4667,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,self,str_belief,4.3333,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,self,str_command,2.5333,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,self,str_communication,4.4,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,self,str_competition,1.4,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,self,str_connectedness,3.6,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,self,str_consistency,4.2,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,self,str_context,4,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,self,str_deliberative,3.8667,5
deepseek/deepseek-v4-pro,DeepSeek V4 Pro,deepseek,otti102,Talent Themes,self,str_developer,3.8667,5
